School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
54,Auckland Grammar,09 623 5400,09 623 5401,admin@ags.school.nz,Timothy O'Connor,http://www.ags.school.nz,Mountain Road,Epsom,Auckland,Private Bag 99930,Newmarket,Auckland,1149,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Single Sex (Boys School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt Eden North,Albert-Eden-Roskill Ward,,,-36.869407,174.768852,9,2563,1043,185,160,944,52,13,166,0.08,Donations may be requested
57,Tamaki College,09 521 1104,09 528 5341,admin@tamaki.ac.nz,Soana Pamaka,http://www.tamaki.ac.nz,Elstree Avenue,Glen Innes,Auckland,P O Box 18061,Glen Innes,Auckland,1743,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes East,Maungakiekie-Tamaki Ward,99031,Manaiakalani Community of Learning,-36.877936,174.867272,1,558,6,161,372,11,2,3,3,0.25,Donations should not be requested unless for a school camp
58,Tangaroa College,09 274 5764,09 274 6371,office@tangaroa.school.nz,Davida Suasua,http://www.tangaroa.school.nz,Haumia Way,Otara,Auckland,P O Box 61476,Otara,Manukau,2159,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Rongomai,Manukau Ward,99200,Te Puke ō Taramainuku Kāhui Ako,-36.972897,174.89291,1,845,28,177,615,17,4,1,3,0.06,Donations should not be requested unless for a school camp
59,Sacred Heart College (Auckland),09 529 3660,09 529 3661,office@sacredheart.school.nz,Stephen Dooley,http://www.sacredheart.school.nz,250 West Tamaki Road,Glendowie,Auckland,250 West Tamaki Road,Glendowie,Auckland,1071,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,State : Integrated,Single Sex (Boys School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,,,-36.868887,174.872414,8,1296,727,143,203,111,31,4,77,0.25,Donations may be requested
60,Saint Kentigern Girls' School,09 520 1400,09 524 7657,skg_admin@saintkentigern.com,Juliet Small,http://www.saintkentigern.com,514 Remuera Road,Remuera,Auckland,P O Box 28399,Remuera,Auckland,1541,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Single Sex (Girls School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Waiata,Orakei Ward,,,-36.880966,174.805239,99,198,102,10,7,68,2,3,6,Not applicable,Not applicable
61,Baradene College,09 524 6019,09 522 4077,admin@baradene.school.nz,Sandy Pasley,http://www.baradene.school.nz,237 Victoria Avenue,Remuera,Auckland,P O Box 28906,Remuera,Auckland,1541,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Orakei South,Orakei Ward,,,-36.865636,174.800325,9,1317,921,96,80,122,24,6,68,0.1,Donations may be requested
62,St Peter's College (Epsom),09 524 8108,09 524 9459,admin@st-peters.school.nz,James Bentley,http://www.st-peters.school.nz,Mountain Road,Grafton,Auckland,23 Mountain Road,Epsom,Auckland,1023,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Boys School),Auckland - Waitemata,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Grafton East,Waitemata and Gulf Ward,99030,Auckland Central Catholic Community of Schools,-36.86778,174.769674,8,1304,684,143,216,169,22,6,64,0.08,Donations may be requested
63,Marcellin College,09 625 6509,09 625 7835,office@marcellin.school.nz,Dean Wearmouth  (Acting),http://www.marcellin.school.nz,617 Mt Albert Road,Royal Oak,Auckland,P O Box 24126,Royal Oak,Auckland,1345,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Hillsborough East,Albert-Eden-Roskill Ward,99190,Te Iti Kahurangi Community of Learning,-36.910123,174.766436,2,498,17,39,302,119,20,0,1,0.19,Donations may be requested
64,Epsom Girls Grammar School,09 630 5963,09 638 9143,office@eggs.school.nz,Lorraine Pound,http://www.eggs.school.nz,Silver Road,Epsom,Auckland,Silver Road,Epsom,Auckland,1023,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Epsom North,Albert-Eden-Roskill Ward,99001,Auckland Central Community of Schools,-36.876422,174.774124,9,2196,819,191,198,791,70,4,123,0.1,Donations may be requested
65,Glendowie College,09 575 9128,09 575 4460,accounts@gdc.school.nz,Richard Dykes,http://www.gdc.school.nz,Crossfield Road,Glendowie,Auckland,19 Crossfield Road,Glendowie,Auckland,1071,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Orakei,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,99096,Glendowie Kāhui Ako,-36.862571,174.868138,10,1224,714,60,43,217,46,53,91,0.24,Donations may be requested
66,Dilworth School,09 523 1060,09 520 6183,info@dilworth.school.nz,Daniel Reddiex,http://www.dilworth.school.nz/,2 Erin Street,Remuera,Auckland,Private Bag 28904,Remuera,Auckland,1541,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,-36.880296,174.781063,4,586,144,135,253,42,10,2,0,Not applicable,Not applicable
67,Diocesan School For Girls,09 520 0221,09 520 6778,office@diocesan.school.nz,Heather McRae,http://www.diocesan.school.nz,Clyde Street,Epsom,Auckland,Private Bag 99939,Newmarket,Auckland,1149,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,-36.88047,174.778297,10,1498,993,63,28,351,12,6,45,Not applicable,Not applicable
68,St Cuthbert's College (Epsom),09 520 4159,09 524 9374,reception@stcuthberts.school.nz,Justine Mahon,http://www.stcuthberts.school.nz,Market Road,Epsom,Auckland,P O Box 26020,Epsom,Auckland,1344,Main Urban Area,Composite,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,,,-36.887574,174.778251,10,1365,619,56,63,556,12,6,53,Not applicable,Not applicable
69,Mt Albert Grammar School,09 846 2044,09 846 2042,paheadmaster@mags.school.nz,Patrick Drumm,http://www.mags.school.nz,36 Alberton Ave,Mount Albert,Auckland,36 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,State,Co-Educational,Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,99150,Mt Albert Community of Learning,-36.8847,174.72535,7,3088,1183,424,584,554,101,61,181,0.15,Donations may be requested
70,Marist College,09 846 8311,09 815 1441,admin@maristcollege.school.nz,Raechelle Taulu,http://www.maristcollege.school.nz,31 Alberton Avenue,Mount Albert,Auckland,31 Alberton Avenue,Mount Albert,Auckland,1025,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,99030,Auckland Central Catholic Community of Schools,-36.881931,174.726133,7,758,336,80,142,179,12,1,8,0.14,Donations may be requested
74,Mt Roskill Grammar,09 621 0050,09 621 0055,admin@mrgs.school.nz,Gregory Watson,http://www.mrgs.school.nz,Frost Road,Mount Roskill,Auckland,Frost Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Akarana,Albert-Eden-Roskill Ward,99032,Puketāpapa Community of Learning,-36.912701,174.74714,4,1929,211,150,433,895,126,4,110,0.2,Donations should not be requested unless for a school camp
75,Lynfield College,09 627 0600,09 627 0609,admin@lynfield.school.nz,Cath Knell,http://www.lynfield.school.nz,White Swan Road,Mount Roskill,Auckland,191 White Swan Road,Mount Roskill,Auckland,1041,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,New Lynn,Tamaki Makaurau,Lynfield North,Albert-Eden-Roskill Ward,99012,Lynfield Kāhui Ako,-36.921028,174.715437,6,1804,326,121,245,938,87,5,82,0.23,Donations may be requested
77,Bethlehem College,07 576 6769,07 579 1751,principal@beth.school.nz,Eoin Crosbie,http://www.beth.school.nz,Elder Lane,Bethlehem,Tauranga,Private Bag 12003,Tauranga Mail Centre,Tauranga,3143,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.704967,176.111231,9,1793,1180,157,28,256,73,23,76,0.54,Donations may be requested
78,Avondale College,09 828 7024,09 820 0183,admin@avcol.school.nz,Brent Lewis,http://www.avcol.school.nz,Victor Street,Avondale,Auckland,59 Victor Street,Avondale,Auckland,1026,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Avondale West,Whau Ward,,,-36.891475,174.691138,4,2744,608,250,654,892,150,46,144,0.19,Donations should not be requested unless for a school camp
79,Edgewater College,09 576 9039,09 576 9037,enquiries@edgewater.school.nz,Louise Addison,http://www.edgewater.school.nz,32 Edgewater Drive,Pakuranga,Auckland,32 Edgewater Drive,Pakuranga,Manukau,2010,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Edgewater,Howick Ward,99098,Pakuranga West Community of Learning,-36.922499,174.874746,2,566,55,115,247,94,27,0,28,0.22,Donations should not be requested unless for a school camp
80,Pakuranga College,09 534 7159,09 534 2365,info@pakuranga.school.nz,Michael Williams,http://www.pakuranga.school.nz,Pigeon Mountain Road,Bucklands Beach,Auckland,P O Box 82090,Highland Park,Auckland,2143,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Pigeon Mountain North,Howick Ward,99149,Te ara Mana-ā-Kura (Farm Cove/Pakuranga) Community of Learning,-36.897622,174.901772,7,2204,866,212,165,651,106,15,189,0.27,Donations should not be requested unless for a school camp
81,Saint Kentigern College,09 577 0749,09 577 0700,skc_admin@saintkentigern.com,Suzanne Winthrop,http://www.saintkentigern.com,130 Pakuranga Road,Pakuranga,Auckland,P O Box 51060,,Auckland,2140,Main Urban Area,Secondary (Year 7-15),School with Boarding Facilities,Private : Fully Registered,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Pakuranga,Tamaki Makaurau,Sunnyhills,Howick Ward,,,-36.909705,174.875036,10,2068,1396,120,72,417,15,17,31,Not applicable,Not applicable
82,Aidanfield Christian School,03 338 8153,03 339 0821,enrol@aidanfield.school.nz,Mark Richardson,http://www.aidanfield.school.nz/,2 Nash Road,Aidanfield,Christchurch,2 Nash Road,Aidanfield,Christchurch,8025,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Aidanfield,Halswell Ward,99173,Christian Education Network Community of Learning,-43.563766,172.570992,8,345,155,12,10,112,26,5,25,0.16,Donations may be requested
83,Kelston Boys' High School,09 818 6185,09 818 6183,data.manager@kbhs.school.nz,Adeline Blair,http://www.kbhs.school.nz,Archibald Road,New Lynn,Auckland,P O Box 15103,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Single Sex (Boys School),Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,99011,Te Whānau Mātauranga o Kerehana Community of Learning,-36.898778,174.666887,3,655,40,117,418,52,16,3,9,0.11,Donations should not be requested unless for a school camp
84,Kelston Girls' College,09 827 6063,09 827 3996,reception@kelstongirls.school.nz,Sarah Stenson,http://www.kelstongirls.school.nz,Great North Road,New Lynn,Auckland,P O Box 15798,New Lynn,Waitakere,640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Single Sex (Girls School),Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,99011,Te Whānau Mātauranga o Kerehana Community of Learning,-36.908056,174.664362,2,464,13,65,289,64,27,1,5,0.1,Donations should not be requested unless for a school camp
85,One Tree Hill College,09 579 5049,09 579 5047,office@onetreehillcollege.school.nz,Nicholas Coughlan,http://www.onetreehillcollege.school.nz,421 Great South Road,Penrose,Auckland,P O Box 17471,Greenlane,Auckland,1546,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Penrose,Maungakiekie-Tamaki Ward,99014,Maungakiekie Community of Learning,-36.902818,174.806961,3,1101,142,175,393,334,30,1,26,0.19,Donations should not be requested unless for a school camp
86,Onehunga High School,09 636 6006,09 636 4465,ps@ohs.school.nz,Deidre Shea,http://www.onehungahigh.school.nz,24 Pleasant Street,Onehunga,Auckland,24 Pleasant Street,Onehunga,Auckland,1061,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Onehunga South West,Maungakiekie-Tamaki Ward,99190,Te Iti Kahurangi Community of Learning,-36.919494,174.770963,3,946,120,191,469,125,13,8,20,0.21,Donations should not be requested unless for a school camp
87,Howick College,09 534 4492,09 534 6574,secretary@howick.school.nz,Iva Ropati,http://www.howickcollege.school.nz,Sandspit Road,Howick South,Auckland,P O Box 38142,Howick,Manukau,2145,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Meadowland,Howick Ward,99119,Howick Coast Kāhui Ako,-36.906563,174.939279,8,2062,1081,259,194,330,80,4,114,0.27,Donations may be requested
88,Otahuhu College,09 963 4000,09 276 2906,enquiries@otahuhucollege.school.nz,Neil Watson,http://www.otahuhucollege.school.nz,Mangere Road,Otahuhu,Auckland,Private Bag 93317,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,99151,Ōtāhuhu Community of Learning,-36.95311,174.840646,1,881,8,106,608,152,7,0,0,0.14,Donations should not be requested unless for a school camp
89,King's College,09 276 0600,09 276 0670,reception@kingscollege.school.nz,Simon Lamb,http://www.kingscollege.school.nz,Golf Avenue,Otahuhu,Auckland,P O Box 22012,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),School with Boarding Facilities,Private : Fully Registered,Senior Co-ed; Junior Boys,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otahuhu West,Manukau Ward,,,-36.959795,174.837267,10,1087,634,89,79,225,6,10,44,Not applicable,Not applicable
90,McAuley High School,09 276 8715,09 276 4800,office@mcauleyhigh.school.nz,Jan Waelen,http://www.mcauleyhigh.school.nz/,26 High Street,Otahuhu,Auckland,P O Box 22480,Otahuhu,Auckland,1640,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Single Sex (Girls School),Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Fairburn,Manukau Ward,99101,South Auckland Catholic Community of Learning,-36.944401,174.847353,1,790,7,43,695,32,13,0,0,0.14,Donations should not be requested unless for a school camp
91,Mangere College,09 275 4029,09 275 5275,operations@mangere.school.nz,Tom Webb,http://www.mangere.school.nz,23 Bader Drive,Mangere,Auckland,P O Box 43240,,Auckland,2153,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,99123,Mangere Kāhui Ako,-36.959611,174.79159,1,628,3,107,487,10,3,18,0,0.22,Donations should not be requested unless for a school camp
93,Auckland Seventh-Day Adventist H S,09 275 9640,09 275 5380,joanne@asdah.school.nz,Gloria Teulilo,http://www.asdah.school.nz/,119 Mountain Road,Mangere Bridge,Auckland,P O Box 59047,Mangere Bridge,Manukau,2022,Main Urban Area,Secondary (Year 9-15),Not Applicable,State : Integrated,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere Bridge,Manukau Ward,99123,Mangere Kāhui Ako,-36.956386,174.785003,1,243,1,20,211,9,0,2,0,0.25,Donations should not be requested unless for a school camp
94,De La Salle College,09 276 4319,09 276 7992,admin@delasalle.school.nz,Myles Hogarty,http://www.delasalle.school.nz,81 Gray Avenue,Mangere East,Auckland,P O Box 86001,Mangere East,Manukau,2158,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Boys School),Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere East,Manukau Ward,99101,South Auckland Catholic Community of Learning,-36.964799,174.837764,1,926,1,78,807,37,2,1,0,0.13,Donations may be requested
95,Papatoetoe High School,09 278 4086,09 278 5043,office@papatoetoehigh.school.nz,Vaughan Couillault,http://www.papatoetoehigh.school.nz,Nicholson Avenue,Papatoetoe,Auckland,P O Box 23088,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Papatoetoe East,Manukau Ward,99198,Papatoetoe Community of Learning,-36.975516,174.871806,3,1411,36,225,386,693,26,1,44,0.05,Donations should not be requested unless for a school camp
96,Aorere College,09 278 5608,09 279 0640,office@aorere.ac.nz,Gregory Pierce,http://www.aorere.ac.nz/,Portage Road,Papatoetoe,Auckland,P O Box 23084,Hunters Corner,Manukau,2155,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Kohuora,Manukau Ward,99102,West Papatoetoe Community of Learning,-36.981409,174.833082,2,1533,36,281,870,326,5,7,8,0.12,Donations should not be requested unless for a school camp
